"﻿""corpus""",preloaded/yorubawac15
,niwọnba,2,8.860
,kúrùpù,3,8.790
,jẹdọjẹdọ,2,8.380
,iṣẹlẹ,3,8.230
,ninularingotrakiaitisiti,1,7.890
,laringotrakiatisi,1,7.880
,fluorin,1,7.860
,radiation,1,7.860
,Nitorie,1,7.660
,owon,1,9.440
,mimi,1,7.390
,dola,1,7.370
,popo,1,9.240
,ala,2,7.060
,oògùn,1,6.880
,toju,1,6.600
,Ọkan,1,6.550
,aami,1,6.420
,líle,1,6.250
,beôeô,1,5.620
,aisan,1,5.570
,arun,1,5.490
,APC,1,5.400
,enu,1,5.210
,moô,1,5.130
,igbe,1,5.050
,kanna,1,5.010
,èèmọ,1,10.140
,sọwọn,1,10.090
,pupoô,1,9.870
,lopolopo,1,9.190
,riru,1,8.760
,pupo,3,8.350
,ṣee,1,8.100
,gan,5,6.830
,julo,1,6.700
,gidi,1,5.750
,mulberry,1,8.370
,whiter,1,8.350
,laryngotracheitis,1,8.350
,jigijigi,1,8.130
,sọtọ,1,7.850
,ẹdọ,1,7.710
,onitohun,1,7.240
,ogbin,1,6.990
,gbogun,1,6.570
,oti,1,6.430
,Aje,1,6.300
,asôofin,1,6.180
,koda,1,6.000
,igbimoô,1,5.980
,eôgbeô,1,5.590
,rọ,1,5.090
