"﻿""corpus""",preloarded-/-yorubwac15
,moderate,2,8.860
,croup,3,8.790
,sty,2,8.380
,incident,3,8.230
,nubigotographii,1,7.890
,unreader,1,7.880
,flites,1,7.860
,radiation,1,7.860
,due-to,1,7.660
,pre,1,9.440
,breathing,1,7.390
,dollar,1,7.370
,pupo,1,9.240
,dream,2,7.060
,drug,1,6.880
,bring-up,1,6.600
,conscience,1,6.550
,label,1,6.420
,hard,1,6.250
,very-much,1,5.620
,illness,1,5.570
,terrible-disease,1,5.490
,apc,1,5.400
,mouth,1,5.210
,confiduate,1,5.130
,motive,1,5.050
,same,1,5.010
,ery,1,10.140
,sorry,1,10.090
,highly,1,9.870
,much,1,9.190
,unless,1,8.760
,abundant,3,8.350
,likely,1,8.100
,really,5,6.830
,more-than,1,6.700
,real,1,5.750
,mulberry,1,8.370
,whiter,1,8.350
,laryngotracheits,1,8.350
,snig-bribi,1,8.130
,eway,1,7.850
,liver,1,7.710
,hearer,1,7.240
,crop,1,6.990
,compromised,1,6.570
,its-been,1,6.430
,witchcraft,1,6.300
,choose,1,6.180
,even,1,6.000
,prohibition,1,5.980
,the,1,5.590
,flexible,1,5.090
